,country,description,points,price,variety,winery,Colour,Color,RW
2804,France,"Herbaceous and aromatic, this is a crisp, green-fruit- and citrus-flavored wine. Grapefruit and green apple dominate the texture with its zesty character. Not for aging.",85,22.0,Bordeaux-style White Blend,Château du Barrailh,White,0.0,1.0
2805,Australia,"The Adelaide Hills are becoming known as a source of fine Sauvignon Blanc, and this bottling is a perennial favorite. Hints of sweat add spicy nuance to the pink grapefruit and pineapple fruit. This is lean but not mean, with the crispness cushioned by fruit. Drink now.",89,21.0,Sauvignon Blanc,Longview,White,0.0,1.0
2806,US,"A decent everyday Chard, with ripe flavors of pineapples, peaches and pears, and an oaky influence of vanilla and buttercream.",84,10.0,Chardonnay,Virgin,White,0.0,1.0
2807,France,"Showing some wood-aging aromas, this is a rich, tropical fruit-flavored wine balanced by acidity that goes with its peach and mango flavors. Ready to drink, it will be even better in 2015.",88,23.0,Chardonnay,Domaine André Bonhomme,White,0.0,1.0
2808,Chile,"Fully oaked and modern, with popcorn, buttered toast and baked apple aromas. The palate is nicely layered and integrated, with lemon, orange and banana flavors. Complex given the competition, but also smooth and very good by Chilean standards.",89,16.0,Chardonnay,Quintay,White,0.0,1.0
2809,US,"This is a very pretty, polished wine for drinking now. It has rich, creamy flavors of tropical fruit and sweet, smoky oak that are brightened by crisp acidity.",88,26.0,Chardonnay,Simi,White,0.0,1.0
2810,Germany,"White floral and yellow peach aromas waft delicately from this delicate off-dry kabinett. It's lusciously fruity on the palate, with ultraripe melon and peach flavors, but kept in check by bright lemony acidity and a swathe of fresh green herbs that linger on the finish. A great value for a remarkably well-made wine.",91,22.0,Riesling,Markus Molitor,White,0.0,1.0
2811,US,"Chateau St. Jean continues to teach Chard wannabes how the game is played. This is a huge wine, but one of extraordinary finesse and interest. One reason is winemaker Margo van Staaveren's instinct for controlled tension. Another is the winery's access to fruit from throughout the county. Rich and opulent and powerful, this Chardonnay is, in a word, great.",95,45.0,Chardonnay,Chateau St. Jean,White,0.0,1.0
2812,France,"There is an explosion of ripe yellow fruit here, giving a ripe, tropical feel. Spice, mango, it's quite a powerhouse of flavors. This is a gorgeous, opulent wine.",93,255.0,Chardonnay,Louis Latour,White,0.0,1.0
2813,Canada,"Spicy, floral and with a touch of minerality, this is poised and layered. It's dense and honeyed on the palate but overall, has a balanced, attractive character. Imported by Bayfield Importing, Ltd.",85,50.0,Riesling,Henry of Pelham,White,0.0,1.0
2814,Italy,"Peach, apricot, cherry blossom and a touch of white mineral come together to form a delicately aromatic Prosecco Extra Dry. This is a delicate, feminine wine with frothy fizz and a creamy, fruit-driven finish.",87,19.0,Prosecco,Astoria,White,0.0,1.0
2815,US,"A slight skunky, entirely pleasant aroma of damp herbs hits the nose first on this bottling by South African vintner Ernst Storm, then a slick rush of lemon-lime peels, ripe kiwi and green apple blossoms washes in. Flavors are driven by grapefruit and pomelo, with a wet-cement minerality.",91,24.0,Sauvignon Blanc,Storm,White,0.0,1.0
2816,New Zealand,"From a block in the lower part of the Wairau Valley, this is a pungently herbal expression of Sauvignon Blanc. Yet there's plenty of body and textural richness to offset and even complement the green tomato and tobacco notes, and a suggestion of briny minerality on the long finish.",90,26.0,Sauvignon Blanc,Saint Clair,White,0.0,1.0
2817,France,"Soft and rich, this is a fruity and textured wine. It has strong pear and spice flavors that complement the edge of lemon zest. This combination results in a wine that is bright and fruity. Screwcap.",87,15.0,Bordeaux-style White Blend,Château Bel Air Perponcher,White,0.0,1.0
2818,US,"This opens with a very pretty nose composed of rose petals, pear, orange peel and orange liqueur. Soft and pretty, it shows the feminine side of Viognier, avoids the bitterness and excessive alcohol that can detract from its elegance. A lovely springtime apéritif.",88,19.0,Viognier,Di Stefano,White,0.0,1.0
2819,Germany,"Starts off a bit sulfury, but it's manageable, lifting in a few minutes to reveal bright citrus and green apple notes. The wine is light and dry, with modest pear and citrus fruit flavors, but its focus is on minerality, which persists through the long finish. Imported by Classical Wines.",87,35.0,Riesling,Von Othegraven,White,0.0,1.0
2820,Australia,"Possessing bold waves of pineappley fruit, this is an intensely flavored Chardonnay at a reasonable price. It's fruity and direct, with clean citrus featuring prominently from start to finish.",86,10.0,Chardonnay,Rocland Estate,White,0.0,1.0
2821,New Zealand,"This wine hits all the standard Marlborough Sauvignon Blanc notes: ripe notes of fig and melon joined by cut grass and citrus. It's not overly concentrated, but it's easy to drink and comes together harmoniously on the finish.",86,20.0,Sauvignon Blanc,Framingham,White,0.0,1.0
2822,US,"Lots of new French oak barrel fermentation and lees stirring went into the making of this wine, and it shows the yeasty richness and creamy texture of that expensive handling. Yet the underlying wine is just very good. It has very bright acidity, with slightly sweet flavors of spearmint chewing gum, lemons and limes.",87,28.0,Sauvignon Blanc,Six Sigma Ranch,White,0.0,1.0
2823,Italy,"This is a pretty Pinot Grigio with a slight amber tint to its color and fresh notes of citrus, stone fruit, melon and honey. The wine delivers medium structure and persistency and would pair well with white meat or pasta.",86,10.0,Pinot Grigio,Di Lenardo,White,0.0,1.0
2824,US,"Pleasant aromas of mango, peach and spice lead to a sweet wine that lacks acidity. The aromas don't translate to the flavor, where Bazooka Joe bubble gum dominates. not bad, but too sweet for my taste.",81,11.0,Riesling,Alba,White,0.0,1.0
2825,Slovenia,This sparkling Riesling smells of canned yellow peaches and apricots. It is effervescent on entry with flavors of white peach nectar and white flowers. There is a slight sweetness in the finish.,87,36.0,Riesling,Vino Kupljen,White,0.0,1.0
2826,Australia,"Not yet widely planted in Australia, but maybe it should be, judging from this beauty. Starts out with complex, oaky aromas of ripe peaches, cashew butter, wildflowers, spice and cream, and tastes opulent and plush. The dominant flavors are ripe tree fruits, like apricot and peach, but it's very dry and well balanced. There's something unusually creamy in the finish.",90,18.0,Marsanne,Mitchelton,White,0.0,1.0
2827,Italy,"Passoro opens with an amber, almost deep orange color and overripe aromas of sun baked raisins, dried apricot, strawberry jam and candied fruit. The wine feels heavy and thick on the mouth but a sharp point of lemon zest appears at the very end.",84,23.0,Moscato,Maggio Vini,White,0.0,1.0
2828,New Zealand,"A bit reined in aromatically, with modest passion fruit scents. But this wine is very bold and assertive on the palate, combining bright citrus and tropical fruit with hints of bell pepper. Good value. Imported by Meadowbank Estates.",88,15.0,Sauvignon Blanc,Seven Terraces,White,0.0,1.0
2829,Italy,"It opens with aromas of pineapple, papaya and stone fruit. The lively plate offers sweet yellow peach, mango and cantaloupe alongside crisp acidity.",86,13.0,Garganega,Marcato,White,0.0,1.0
2830,Italy,"Here's a cheerful and bright Prosecco that delivers enticing aromas of dried hay, field flower, peach and light lemon zest. Tonic, lively bubbling would match fried finger foods.",87,23.0,Glera,Zardetto,White,0.0,1.0
2831,US,"A versatile white wine, made from Chardonnay and Sauvignon Blanc, and showing aspects of both. It's rich in creamy oranges, peaches, lemons and limes, brightened with crisp, citrusy acidity.",86,8.0,White Blend,Kenwood,White,0.0,1.0
2832,US,"The winery calls the 2007 Tikka's “less exuberant” than previous vintages; that is not necessarily a bad thing. The fruit is crisp and powerfully focused; layered with flavors of melon, green apple, Asian pear and fresh peas. Whole cluster pressed and fermented in a combination of tank and neutral barrels, this textural wine finishes with crisp, mineral accents.",88,19.0,Pinot Gris,Lemelson,White,0.0,1.0
2833,France,"A grassy, green wine, although with some weight and richness filling out the fresh fruitiness. It's soft, showing lemon and red apple fruits but with a crisp final taste. Screwcap.",86,12.0,Sauvignon Blanc,Domaine du Tariquet,White,0.0,1.0
2834,France,"Attractive aromas of mineral and slate are hampered by some musty notes. Nonetheless, the palate is well-structured, with refreshing acidity reinforcing mineral notes. This is an austere, dry style perfect for those who shy away from the fruitier examples.",86,20.0,Riesling,Domaines Schlumberger,White,0.0,1.0
2835,Greece,"This Sauvignon Blanc from Greece is in step with the general Greek white wine style: refreshing, clean and approachable. A nose with some tropical fruit, lemon zest and a touch of fresh grass unfolds into flavors of fresh citrus and spice. Simply good and a definite Asian food and seafood cohort.",85,17.0,Sauvignon Blanc,Domaine Costa Lazaridi,White,0.0,1.0
2836,New Zealand,"Full-bodied, rich and a bit sweet, this plump wine offers up hints of honey, cinnamon toast and ripe pear and melon. Drink it before the end of 2017.",90,24.0,Pinot Gris,Kumeu River,White,0.0,1.0
2837,Chile,"A controlled and clean white wine with apple and tropical fruit aromas and flavors. The palate feel is dry, snappy and zesty because the acidity is fresh and blazing. Not complex or complicated; hits you with green apple and citrus. A blend of 50% Viognier with 35% Chardonnay and 15% Sauvignon Blanc. Imported by Ecovalley Quality Wine Group and National Refrescos Import Company, LLC.",85,13.0,White Blend,Tamaya,White,0.0,1.0
2838,Italy,"A mix of white grapes including Pinot Bianco, Tocai Friulano and Sauvignon, Terre di Risano is a crisp, clean wine that calls out for grilled salmon fillet. There are a ton of flavors here from peach to pear to dusty talc powder.",87,16.0,White Blend,Pighin,White,0.0,1.0
2839,US,"Amity's dry Gewürztraminer is one of Oregon's finest, and a major strength of the winery. In this new vintage it shows broad and rich flavors, that run the spectrum from floral and spicy to sweetly honeyed. It's dry, make no mistake, but carries an impression of fruit sweetness. The deepening gold color suggests some early oxidation, and the caramel and toasted grain flavors are already at their peak.",90,20.0,Gewürztraminer,Amity Vineyards,White,0.0,1.0
2840,Spain,"With 30% Loureira and Treixadura added to 70% Albariño, this wine offers sweet pineapple aromas in front of round melon, peach and spice flavors. Rather plump and driving, with a prolonged finish and some distant minerality.",88,21.0,White Blend,Marqués de Vizhoja,White,0.0,1.0
2841,US,"A vibrantly fruity wine, with lemon, lime, pineapple and grapefruit flavors brightened with zesty acidity. It's basically dryish to off-dry, with a touch of honey on the finish. Good price for an easy cocktail sipper.",85,11.0,Sauvignon Blanc,Little Black Dress,White,0.0,1.0
2842,Australia,"This perennial value leader scores again in the '98 vintage. It's definitely fruity, as it delivers the full complement of citrus, especially grapefruit. A touch of wood gives a vanilla/meringue accent. Pleasant, with a nice mouthfeel, this will make far more friends than enemies. Best Buy.",86,8.0,Chardonnay,Rothbury Estate,White,0.0,1.0
2843,US,"Shows too much of that pyrazine, feline aroma and flavor, which makes it offensive. If you can get past that, you'll find lemons, grapefruits, pineapples and guavas.",82,20.0,Sauvignon Blanc,Langtry,White,0.0,1.0
2844,New Zealand,"Riper in style than Ara's Composite bottling, offering straightforward pineapple fruit and a clean, refreshing style. It's nicely balanced, with a mouthwatering finish. Drink now.",86,26.0,Sauvignon Blanc,Ara,White,0.0,1.0
2845,US,"A little aggressive in feline spray notes, but pulls back just in time to let the gooseberry, grapefruit, lemon and lime flavors star. Crisp acidity provides fortunate balance to this sweetly fruit wine.",86,20.0,Sauvignon Blanc,Mario Bazán,White,0.0,1.0
2846,US,"Fresh apple and pear are slicked with honey on this bold, full-bodied Riesling. While dry in style, it's lush and fruity with a bristle of lemon-lime acidity that shines on the finish.",86,15.0,Riesling,Wagner,White,0.0,1.0
2847,US,"This Chard is a bit heavy and oaky, with buttered toast, orange, pear and spicy fruit punch flavors. It's ripe with juicy fruit flavors but balanced by crisp acidity.",86,12.0,Chardonnay,Ballard Lane,White,0.0,1.0
2848,US,"Sweet and simple, with flavors of buttered toast, popcorn, white sugar and pineapple jam. Crisp acidity helps for balance. It's not really a dry table wine, but it's a good example of its style.",84,20.0,Chardonnay,Pali,White,0.0,1.0
2849,US,"Terre Rouge's yearly blend of Marsanne, Roussanne and Viognier is always a delightful wine with food. This vintage opens with a pleasant hit of pear followed by spring flowers and delves into creamy textures and layers of honeysuckle and orange rind in the midpalate.",89,25.0,Rhône-style White Blend,Terre Rouge,White,0.0,1.0
2850,US,"One of the best Californian Pinot Gris currently available, this is rich, creamy and complex, and it would make for a great alternative to Chardonnay. This wine traditionally ages in used oak, which imparts just a hint of wood-driven sweetness to the pear, peach, mango and lime flavors.",90,22.0,Pinot Gris,Joseph Swan Vineyards,White,0.0,1.0
2851,Chile,"Dusty, peachy and sort of flat on the nose, but overall it does well for $8. The mouthfeel is round but will be short-lived, so drink it soon to capture the lemon, orange and pineapple flavors.",84,8.0,Sauvignon Blanc,Rayun,White,0.0,1.0
2852,France,"Starts off stony and minerally on the nose, but offers more fruit on the palate, where its tart apple and citrus flavors come to the fore. On the full-bodied side for Riesling, with a slight creaminess to the mouthfeel and plush apple and citrus notes on the finish.",88,38.0,Riesling,Josmeyer,White,0.0,1.0
2853,US,"With honeyed flavors of peaches, pineapples, wildflowers and spices, this single-vineyard Viognier has fine acidic crispness that balances its slight sweetness.",84,16.0,Viognier,Bask,White,0.0,1.0
2854,US,"Fruity, soft and simple. The flavors are of apples, peaches and wildflowers, and the wine is very dry. Has a nice apricoty taste that lingers through the finish.",84,12.0,Viognier,Kit Fox,White,0.0,1.0
2855,Argentina,"Generic, mealy, bland and flat banana aromas and flavors. Not so bad that you can't drink it but impossible to get excited about.",80,12.0,Viognier,Zolo,White,0.0,1.0
2856,Italy,"Here's a standard, well-made Pinot Grigio that shows bright aromas of citrus, apple, pear and honey. It is defined by a sharp, crisp vein of acidity on the finish.",87,16.0,Pinot Grigio,Livon,White,0.0,1.0
2857,Spain,"This gets going with apple, peach and mineral aromas that are pure and alluring. It feels lifted but a little creamy, with green banana, lime, orange and kiwi flavors. Solid and long on the finish; this is exemplary unoaked Verdejo.",92,28.0,Verdejo,Blanco Nieva,White,0.0,1.0
2858,US,"Way too oaky. Compromised by the clumsy, heavy application of wood. The caramel and roasted butterscotch aromas and flavors completely swamp whatever wine lies beneath.",82,45.0,Chardonnay,Wente,White,0.0,1.0
2859,France,"Fat and oily in texture, this wine tastes of tropical fruits but is too heavy and soft to give varietal pleasure.",81,8.0,Sauvignon Blanc,Patriarche Père et Fils,White,0.0,1.0
2860,US,"Strong in tangy, aggressive gooseberry flavors, this Sauvignon Blanc will appeal to fans of the simple New Zealand style. It's crisp in acidity, and turns sugary on the finish.",82,13.0,Sauvignon Blanc,R & B Cellars,White,0.0,1.0
2861,US,"A very ripe tropical-fruit nose is complemented beautifully by an intense smoky-toasty element. Pineapple, mango and caramel flavors stand out on the full palate: The smoky note resurfaces later, riding out the persistent finish. This is a sleek, stylish, but very solidly built Chardonnay. It pushes all the right sensory buttons, with big body and great lines, like a '56 Buick.",91,58.0,Chardonnay,Jarvis,White,0.0,1.0
2862,US,"Waxy white florals perfume fresh lemons and apples on this dry Pinot Grigio. It's not deeply concentrated with fruit flavor, but the rich mouthfeel is balanced nicely with streaks of zippy lime and lemon acidity.",86,16.0,Pinot Grigio,Goose Watch,White,0.0,1.0
2863,US,"This is dry, crisp and clean. But if you're looking for richness, you won't find it. With its savory lemon, mineral and white pepper flavors, this is an elegant sipper.",87,15.0,Chardonnay,One Hope,White,0.0,1.0
2864,Greece,"This wine has a touch of weight on the nose and palate—a result of the Viognier and Roditis in the blend. Fresh flowers and citrus on the nose lead into minerals, spice and exotic fruit on the palate. The wine is medium-bodied but maintains acidity.",87,14.0,White Blend,Mercouri Estate,White,0.0,1.0
2865,US,"The winery's first full Bien Nacido Vineyard showing hits the nose with aromas of buttered, vanilla-speckled toast, cinnamon and lime peels on the edge. Flavors center on peach flesh set against a lemon-lime zing, with a leathery vanilla finish.",92,64.0,Chardonnay,Liquid Farm,White,0.0,1.0
2866,US,"Perhaps the best of a stellar lineup from Trisaetum, this off-dry estate bottling is packed with grapefruit and pineapple flavors. They run tart and deep into the palate, full and focused, with the vineyard's signature minerality.",94,24.0,Riesling,Trisaetum,White,0.0,1.0
2867,US,"This is intensely aromatic, with loads of tropical fruit, apple blossom and white peach notes on the nose and palate. It's fresh, tasty and big in body, yet deftly balanced. Soft, lemony acidity on the midpalate gets a boost of citrus rind and saline on the finish.",87,12.0,Chardonnay,Knapp,White,0.0,1.0
2868,US,"There's pineapple and sharp dill on the nose of this wine from a Gilroy-based producer. Once sipped, apple cider and a tinge of petrol flavors emerge.",84,24.0,Chardonnay,Vino Vargas,White,0.0,1.0
2869,South Africa,"There is some peanut shell to the nose, but also banana and citrus. Medium-full in the mouth, the wine is smooth, with citrus flavors tempered by spice and nut. Picks up some lime on the sweet finish. Imported by 57 Main Street Wine Co.",86,12.0,Chenin Blanc,Seidelberg,White,0.0,1.0
2870,US,"Basketball star John Salley is the spokesman for this eco-minded project by Clos La Chance. The wine offers aromas of wet granite and fermenting apples. The flavors are similar, showing pear, slate and green-apple skins.",85,18.0,Chardonnay,Clos La Chance,White,0.0,1.0
2871,South Africa,"Sweet notes of orange marmalade, kiwi and green grass keep the leaner notes of gooseberry and pineapple acidity from being too tart. There's the impression of effervescence in the mouth with vibrant tropical fruit flavors lingering through the finish.",86,11.0,Sauvignon Blanc,KWV,White,0.0,1.0
2872,US,"An enjoyable, easy drinker with notes of ripe red apple, apricot and granulated sugar. It's broad in feel, drinking a touch off dry.",86,9.0,Pinot Gris,WildHaven,White,0.0,1.0
2873,Argentina,"Light up front, with slight floral and banana aromas. Flavors of lemon and apple are short and clean, while a tangy finish closes it out. Fairly big for Torrontes but not offering much in the way of character.",83,9.0,Torrontés,Finca Koch,White,0.0,1.0
2874,New Zealand,"Off alluvial gravel soils that have much in common with Marlborough, this off-dry Riesling features the bright, fruity notes common to the region, combining green apple and citrus aromas and flavors with a lean, chalky texture. Pretty, but not that concentrated. Imported by Epic Wines.",85,22.0,Riesling,Neudorf,White,0.0,1.0
2875,Italy,"The producer claims this is the first Vermentino in the world to be aged in barrique. Indeed, this is a spectacular late-harvest wine (not sweet though) with full and generous tones of apricot and honey. This is a big and bold white wine that can still use another few years of cellar aging.",92,84.0,Vermentino,Capichera,White,0.0,1.0
2876,US,"Generic Chardonnay, almost invisible, with some suggestions of soap and flowers and a bit of heat in the finish.",83,14.0,Chardonnay,Hoodsport,White,0.0,1.0
2877,France,"There is enticing new wood here, a wine that shows richness to boost the ripe, creamy apple and pear fruits. It has a generous character, to contrast with its core of steely acidity. The finish is more earthy, suggesting the wine still needs time in the bottle.",90,32.0,Chardonnay,Simonnet-Febvre,White,0.0,1.0
2878,US,"This makes you wonder why it took so long for California vintners to understand that Chard doesn't have to be drenched in oak to be succulent. The wine is crisp and dry in pineapple, pink grapefruit, green apple and cinnamon spice flavors. Great with shellfish and grilled chicken.",87,20.0,Chardonnay,Domaine Alfred,White,0.0,1.0
2879,Australia,"Unlike most Australian Rieslings, this one has a hint of residual sugar left in it, giving it an appealing plumpness on the midpalate. Ripe apple and sweet peach notes are balanced by zingy lemon-lime acids on the finish. Ready to drink now.",88,17.0,Riesling,D'Arenberg,White,0.0,1.0
2880,US,"Flowery and balanced in crisp, dry flavors of lemon and pear, this wine takes its designation from the French word for fog, a nod to its cool-climate environs. Supple tannins and refined acidity round out the deal.",88,32.0,Chardonnay,Michel-Schlumberger,White,0.0,1.0
2881,US,"A mineral layering of waxy pear gives this wine a light, crisp complexion, punctuated by subtle, oaky spice and plenty of vibrant lemon. Light on the palate, it'll serve well for larger gatherings.",87,25.0,Chardonnay,Arrowood,White,0.0,1.0
2882,Italy,"There's a fragrant component to the nose that recalls jasmine, honeysuckle and exotic fruit with a distant shading of crushed white pepper at the back. There are also distinctive citrus-like flavors of grapefruit and lemon zest but the wine has the natural structure to put them into context.",87,20.0,Friulano,Torre Rosazza,White,0.0,1.0
2883,South Africa,"Subtle scents of buttered toast and candied citrus peel add interest to the fresh tropical-fruit core of peach, guava, fig and mango. Medium acidity gives the palate good lift, while the lime-zest finish is clean and mouthwatering. Enjoy now.",89,21.0,Chardonnay,Neil Ellis,White,0.0,1.0
2884,US,"This vineyard has been source to some of Fogarty's greatest Chardonnays, and this 2009 bottling continues the tradition of excellence. It's bone dry and tart in acidity, with smoky oak and lees influences. But the real star of the wine is the fruit; the flavors of lemon and lime custard, papaya, guava and nectarine are delicious.",93,50.0,Chardonnay,Thomas Fogarty,White,0.0,1.0
2885,Italy,"At an impressive 13-years-old, this deeply golden-hued wine opens with subtle aromas of toasted nut, pressed acacia flower and honey. The round, evolved palate still boasts freshness while the tertiary flavors include lemon zest, ginger, smoky mineral and a hint of marzipan.",89,88.0,Fiano,Di Meo,White,0.0,1.0
2886,Portugal,"A blend of Fernão Pires and Moscatel, this is fresh, crisp and perfumed. It's an apéritif-like wine, with light acidity and a creamy, smooth texture.",87,10.0,Portuguese White,Quinta da Alorna,White,0.0,1.0
2887,US,Crisp acidity gives this off-dry Riesling just the edge of tartness it needs to balance out the sweet citrus and flower flavors. It's the perfect inexpensive summer picnic white wine.,85,9.0,Riesling,Hacienda,White,0.0,1.0
2888,Canada,"Pleasantly savory on the nose with fresh apple scents draped in smoke and lightly toasted wood, this Ontario Viognier would be a perfect companion for grilled fish or fowl on a warm summer evening. Dry and medium bodied with a nicely integrated palate of fresh pineapple and apple flavors, it's an elegant wine flecked with smoke and a brisk, lemony acidity. Drink now.",86,23.0,Viognier,Château des Charmes,White,0.0,1.0
2889,US,"This new, patriotic Rosenblum Cellars project kicked off with a $100,000 gift to the USO. This affordable but well-manicured wine begins with aromas of caramelized lemon peel and faint peach that carry through to the palate, alongside a lingering note of toasted vanilla. Seeming to evolve steadily as it sits in the glass, it would wash down an even more affordable bucket of fried chicken.",88,18.0,Chardonnay,Great American Wine Company,White,0.0,1.0
2890,Italy,"This is an impressive, oak-aged expression of Vermentino in a world that usually sees this variety fermented in a simple, fresh manner. This wine has a bigger ideal in mind: To be an important Italian white and it achieves its objective beautifully. Pair it with lobster or white meat.",90,30.0,Vermentino,Terre del Marchesato,White,0.0,1.0
2891,US,"This exceptional wine explodes in classic, characteristic aromas of rose water, dried rose petals and orange blossom, so floral and sublime. Edgy in taste, with a trace of salt, it exhibits no oak, celebrating instead an exuberance of fresh pear and grapefruit.",93,25.0,Gewürztraminer,Dutton-Goldfield,White,0.0,1.0
2892,US,"This well-priced, light-bodied Pinot Grigio provides flavors of stone fruit—mostly apricot—with a tiny trace of petrol. It would make a fine apéritif, particularly alongside oysters or shrimp.",85,13.0,Pinot Grigio,Villa Toscano,White,0.0,1.0
2893,South Africa,"Opens light and easy, with scents of green apple flesh, lemon rind and soft herb. A tart, nervy streak overwhelms the mouth, with flavors of white currant and citrus pith.",84,12.0,Chenin Blanc,De Meye,White,0.0,1.0
2894,US,"This tastes seemingly sweet, like a candy bar of honey, orange extract, vanilla and roasted almonds.",82,20.0,Chardonnay,F.J. Serra,White,0.0,1.0
2895,US,"Toasted oak and vanilla are noticeably present on the palate and nose of this wine, which evolves in the glass to take on a more tropical feel and tastes of ripe pineapple and guava. Medium to light in texture, it finishes smoothly and flat.",86,21.0,Chardonnay,Sonoma-Cutrer,White,0.0,1.0
2896,US,"Grapefruit and gooseberry scents and flavors mark this as a New Zealand-style Sauvignon Blanc, and a very good one at that. The acidity carries the fruit, and brings a zesty freshness to the finish. Some suggestions of stone and spice liven it up. All stainless, and 100% varietal.",90,11.0,Sauvignon Blanc,Apex Ascent,White,0.0,1.0
2897,US,"Sweet and simple, this wine has a pretty nose that offers body and a delicate, dancing set of aromas all at once. On the palate, it's a burst of flowers and honey. May be too precious for fans of drier whites, but overall, well made and fun to drink.",85,13.0,Riesling,Fulkerson,White,0.0,1.0
2898,US,"This shows a fine balance of citrus and tropical fruit richness with a firm minerality, and the oak is pleasantly in the background. A touch of lees character gives it a Champagne-like doughiness.",92,28.0,Chardonnay,Kokomo,White,0.0,1.0
2899,US,"New oak accounts for only 30% of the barrel regimen, but it dominates this Chardonnay, with buttered toast, vanilla and caramel flavors. Fortunately there's also strong pineapple, Asian pear and apricot fruit, but the oak is too powerful.",85,30.0,Chardonnay,De Loach,White,0.0,1.0
2900,US,"Made in the popular style, this has flavors of pineapple and orange jam, buttered toast and buttered popcorn. Its acidity and firm minerality save it from seeming sweet.",87,29.0,Chardonnay,Saddleback Cellars,White,0.0,1.0
2901,US,"From a dependable producer and a fine vintage comes a problematic wine. The fruit is nicely ripe and suggestive of apples and peaches, and it's balanced and dry. Acidity is adequate. The only jarring note is a strongly toasted character, almost like charcoal, which you can both smell it and taste. Even the finish is marred by this burnt flavor.",84,16.0,Chardonnay,Clos du Bois,White,0.0,1.0
2902,US,"Made in the modern style, this Chardonnay is very ripe and rich in jammy pineapples, green apples and limes, enhanced with smoky, caramelized oak and a creamy, slightly sour note of lees. It's fortunately balanced with crisp acidity. Best now and through 2012 before the fruit goes south.",88,40.0,Chardonnay,Robert Mondavi,White,0.0,1.0
2903,France,"This is aromatic, with ripeness that balances the bright green and white fruits. Wood and spice notes are followed by a touch of lemon jelly and minerally acidity. It's a wine that is still developing, waiting for the ripe fruit of the vintage to surface.",91,65.0,Chardonnay,Henri de Villamont,White,0.0,1.0
2904,US,"Racy acidity gives this wine a clean, bracing mouthfeel. Then the fruit kicks in, filled with pineapples, green apples, lemons, limes and pears. But with a sugary finish, it could be drier.",84,19.0,Sauvignon Blanc,Hanna,White,0.0,1.0
2905,Argentina,"Sweet aromas of sugar cookie come with a pinch of citrus fruit. The mouth is plump, with just enough citric acidity to keep it together. Flavors of pineapple, lemon, tangerine and grapefruit peel lead to a pithy, slightly bitter finish. Drink immediately; it's starting to fade.",85,10.0,Sauvignon Blanc,Vintage Sun,White,0.0,1.0
2906,US,"Sweet, rich and oaky, marked by flavors of buttered popcorn, toast, pineapple jam and ripe apricots. Made in the modern style that will be liked by many, but not particularly sophisticated.",86,30.0,Chardonnay,James Family Cellars,White,0.0,1.0
2907,US,"This longtime Carneros producer sources from dozens of its own blocks to put together this estate Chardonnay. Intense in floral aromas as well as peach and lemon, it's dusted only slightly in clove and a light barrel imprint. Bright on the tongue and on the finish, it's a food-friendly wine that will complement.",88,25.0,Chardonnay,Cuvaison,White,0.0,1.0
2908,France,"A blend of Muscat, Riesling and Pinot Gris, this is a ripe, perfumed wine, attractively fresh while showing a more exotic character. It's fruity, forward, fragrant and ready to drink now. Screwcap.",85,13.0,White Blend,René Sparr,White,0.0,1.0
2909,Lebanon,"Made from 35% Obeidi, an indigenous grape usually reserved for Arak production, 35% Clairette, 15% Sauvignon Blanc and 15% Chardonnay, this wine is medium straw in the glass and has a nose of peach, Turkish delight and lilac. It is full in the mouth, offering flavors of ripe summer peach, rose petal and eucalyptus. The final moments are punctuated by a delightful blend of soft peach and strong mint flavors.",88,15.0,White Blend,Massaya,White,0.0,1.0
2910,Australia,"Has an odd green aroma, like capers. On the palate, this Sem offers soft peach and guava flavors, and a green, herbal note. Doesn't taste very late harvest, either—especially compared to other Oz sweeties. Imported by Abarbanel Wine Company.",83,16.0,Sémillon,Beckett's Flat,White,0.0,1.0
2911,Canada,"Lean and yeasty, this light-fruited effort seems almost beer-like. The hoppy flavors are fresh and palate-cleansing, the flavors very lightly suggesting green apples and citrus.",87,30.0,Chardonnay,Meyer Family Vineyards,White,0.0,1.0
2912,Italy,"Here's a deeply aromatic Sauvignon from northern Italy with pristine notes of exotic fruit, orange blossom, herbs and spring flowers. The wine is tonic and thin in the mouth but it imparts that characteristic perfumed quality that is incredibly lively and refreshing overall.",87,18.0,Sauvignon,Eugenio Collavini,White,0.0,1.0
2913,US,"This is pretty slender, but it gets the Chardonnay job done with its flavors of buttered toast, cream and peach.",84,12.0,Chardonnay,Silver Ridge,White,0.0,1.0
2914,Portugal,"An impressive wood-aged wine that offers a rich, complex series of ripe yellow-fruit flavors, a steely texture and layers of wood toast. It is finely balanced, a wine with great style, spice and final acidity.",92,30.0,Portuguese White,Niepoort,White,0.0,1.0
2915,New Zealand,"Powerfully herbal and dangerously close to being vegetal, but balanced by a full, oily mouthfeel and ripe melon flavors. Turns grapefruity on the finish, not green. Would be a good match for the region's green-lipped mussels cooked in white wine and aromatic herbs. Imported by Winesellers Ltd.",90,25.0,Sauvignon Blanc,Saint Clair,White,0.0,1.0
2916,Portugal,"This dry Vinho Verde shows great crisp, green apple and grapefruit flavors, a deliciously fresh wine, with green edges and lively flavors. Great summer drink.",88,8.0,Portuguese White,Casa de Vila Verde,White,0.0,1.0
